"Date","Price","Open","High","Low","Vol.","Change %"
"05/07/2023","28,424.8","28,857.1","29,122.0","28,419.6","36.50K","-1.50%"
"05/06/2023","28,857.1","29,512.8","29,816.4","28,414.9","58.94K","-2.22%"
"05/05/2023","29,513.2","28,842.2","29,653.9","28,825.3","74.52K","2.33%"
"05/04/2023","28,842.1","29,023.6","29,352.7","28,687.4","53.80K","-0.63%"
"05/03/2023","29,023.6","28,669.1","29,244.7","28,164.4","81.22K","1.24%"
"05/02/2023","28,669.1","28,079.0","28,877.4","27,913.2","65.33K","2.11%"
"05/01/2023","28,077.6","29,252.1","29,329.6","27,685.9","84.36K","-4.02%"
"04/30/2023","29,252.1","29,235.1","29,941.3","29,095.0","47.62K","0.06%"
"04/29/2023","29,234.1","29,318.4","29,425.5","29,058.5","25.72K","-0.30%"
"04/28/2023","29,321.8","29,475.9","29,587.2","28,927.8","69.88K","-0.52%"
"04/27/2023","29,475.9","28,424.5","29,859.8","28,392.4","121.63K","3.70%"
"04/26/2023","28,424.6","28,298.8","29,995.7","27,307.8","164.31K","0.44%"
"04/25/2023","28,298.8","27,510.1","28,375.6","27,201.1","65.31K","2.87%"
"04/24/2023","27,509.3","27,591.4","27,978.8","27,054.3","66.74K","-0.30%"
"04/23/2023","27,591.4","27,813.8","27,815.0","27,388.5","41.77K","-0.80%"
"04/22/2023","27,813.9","27,264.8","27,872.0","27,165.7","44.30K","2.01%"
"04/21/2023","27,264.8","28,240.5","28,353.4","27,171.1","98.72K","-3.46%"
"04/20/2023","28,240.5","28,813.7","29,082.1","28,032.4","95.45K","-1.99%"
"04/19/2023","28,813.7","30,382.2","30,408.4","28,641.1","111.27K","-5.16%"
"04/18/2023","30,382.2","29,434.1","30,470.1","29,149.2","76.58K","3.22%"
"04/17/2023","29,434.9","30,310.8","30,312.2","29,274.0","71.90K","-2.89%"
"04/16/2023","30,310.3","30,299.2","30,545.3","30,134.6","34.48K","0.04%"
"04/15/2023","30,299.6","30,472.6","30,586.5","30,208.8","31.71K","-0.57%"
"04/14/2023","30,472.5","30,387.4","30,964.9","30,026.0","98.38K","0.28%"
"04/13/2023","30,387.4","29,892.4","30,524.1","29,864.5","65.87K","1.68%"
"04/12/2023","29,886.4","30,209.8","30,473.0","29,679.5","78.69K","-1.07%"
"04/11/2023","30,209.6","29,641.0","30,484.6","29,597.8","89.38K","1.92%"
"04/10/2023","29,641.0","28,326.5","29,755.4","28,182.9","85.73K","4.64%"
"04/09/2023","28,326.6","27,941.2","28,522.7","27,809.2","39.35K","1.38%"
"04/08/2023","27,941.2","27,910.4","28,153.1","27,863.8","23.73K","0.11%"
"04/07/2023","27,910.4","28,037.6","28,102.5","27,779.4","30.94K","-0.45%"
"04/06/2023","28,036.7","28,173.5","28,173.5","27,734.5","51.29K","-0.49%"
"04/05/2023","28,173.5","28,164.4","28,744.4","27,823.5","77.32K","0.03%"
"04/04/2023","28,164.4","27,802.2","28,429.1","27,668.9","64.06K","1.30%"
"04/03/2023","27,802.1","28,194.7","28,458.4","27,256.9","98.00K","-1.41%"
"04/02/2023","28,198.3","28,456.1","28,522.8","27,871.7","45.04K","-0.91%"
"04/01/2023","28,456.1","28,473.7","28,795.1","28,285.6","38.09K","-0.06%"
"03/31/2023","28,473.7","28,029.3","28,646.3","27,587.5","98.44K","1.58%"
"03/30/2023","28,029.5","28,350.3","29,160.4","27,716.7","122.51K","-1.13%"
"03/29/2023","28,350.4","27,262.9","28,627.4","27,249.8","109.32K","3.99%"
"03/28/2023","27,262.2","27,127.8","27,465.0","26,665.6","94.16K","0.49%"
"03/27/2023","27,129.8","27,974.8","28,023.3","26,611.5","107.24K","-3.02%"
"03/26/2023","27,973.5","27,474.9","28,153.7","27,429.1","60.64K","1.81%"
"03/25/2023","27,475.6","27,462.2","27,761.9","27,176.7","61.36K","0.05%"
"03/24/2023","27,462.2","28,306.9","28,374.5","27,026.5","110.36K","-3.00%"
"03/23/2023","28,310.7","27,262.8","28,734.1","27,144.6","158.46K","3.85%"
"03/22/2023","27,261.7","28,114.2","28,760.3","26,668.7","262.03K","-3.03%"
"03/21/2023","28,114.0","27,719.8","28,437.8","27,350.6","438.78K","1.42%"
"03/20/2023","27,720.5","27,958.9","28,457.8","27,157.0","503.90K","-0.85%"
"03/19/2023","27,958.7","26,914.5","28,347.3","26,844.6","393.27K","3.88%"
"03/18/2023","26,914.5","27,391.9","27,659.1","26,688.7","392.47K","-1.74%"
"03/17/2023","27,391.8","25,004.4","27,742.2","24,900.1","674.96K","9.55%"
"03/16/2023","25,004.1","24,283.2","25,139.0","24,147.9","462.58K","2.97%"
"03/15/2023","24,282.7","24,699.6","25,108.9","23,932.4","614.31K","-1.69%"
"03/14/2023","24,699.7","24,121.5","26,365.9","23,994.6","753.06K","2.43%"
"03/13/2023","24,114.4","21,994.8","24,406.2","21,859.6","733.63K","9.64%"
"03/12/2023","21,994.8","20,465.0","22,028.6","20,294.2","455.69K","7.46%"
"03/11/2023","20,467.5","20,156.5","20,669.5","19,796.7","453.46K","1.54%"
"03/10/2023","20,156.7","20,362.0","20,362.6","19,591.8","655.27K","-1.01%"
"03/09/2023","20,361.8","21,710.8","21,826.5","20,079.6","468.76K","-6.21%"
"03/08/2023","21,710.8","22,197.8","22,274.3","21,661.3","316.51K","-2.19%"
"03/07/2023","22,197.8","22,410.1","22,535.1","21,968.6","304.75K","-0.95%"
"03/06/2023","22,410.0","22,428.2","22,595.4","22,320.1","215.31K","-0.08%"
"03/05/2023","22,428.3","22,347.1","22,636.7","22,213.5","160.57K","0.36%"
"03/04/2023","22,347.1","22,354.7","22,403.7","22,167.4","123.93K","-0.03%"
"03/03/2023","22,354.4","23,465.6","23,473.4","22,051.9","344.63K","-4.73%"
"03/02/2023","23,465.4","23,642.2","23,780.5","23,208.7","249.26K","-0.75%"
"03/01/2023","23,642.2","23,130.6","23,914.1","23,025.3","328.77K","2.21%"
"02/28/2023","23,130.5","23,494.0","23,595.0","23,033.8","275.10K","-1.55%"
"02/27/2023","23,494.1","23,558.7","23,876.2","23,166.8","297.65K","-0.27%"
"02/26/2023","23,558.7","23,166.1","23,671.8","23,066.0","209.12K","1.69%"
"02/25/2023","23,166.1","23,191.3","23,215.3","22,777.4","198.35K","-0.11%"
"02/24/2023","23,191.5","23,936.4","24,123.4","22,970.3","367.99K","-3.11%"
"02/23/2023","23,936.3","24,186.6","24,590.4","23,637.9","417.46K","-1.03%"
"02/22/2023","24,186.6","24,450.7","24,474.3","23,593.4","400.24K","-1.08%"
"02/21/2023","24,450.7","24,839.5","25,236.8","24,160.8","395.97K","-1.57%"
"02/20/2023","24,839.5","24,302.8","25,085.4","23,868.6","363.02K","2.21%"
"02/19/2023","24,302.9","24,631.3","25,175.2","24,273.7","312.64K","-1.33%"
"02/18/2023","24,631.4","24,573.5","24,838.9","24,457.0","223.77K","0.24%"
"02/17/2023","24,573.5","23,538.2","24,984.7","23,373.0","523.85K","4.39%"
"02/16/2023","23,539.6","24,328.1","25,233.8","23,525.9","484.50K","-3.24%"
"02/15/2023","24,327.9","22,198.5","24,330.9","22,050.8","401.53K","9.59%"
"02/14/2023","22,198.5","21,776.9","22,308.6","21,556.2","378.39K","1.96%"
"02/13/2023","21,772.6","21,782.7","21,887.5","21,418.7","312.04K","-0.07%"
"02/12/2023","21,786.8","21,859.9","22,080.7","21,653.1","211.65K","-0.33%"
"02/11/2023","21,859.8","21,627.4","21,902.9","21,605.3","182.07K","1.04%"
"02/10/2023","21,635.0","21,792.5","21,933.6","21,491.7","352.79K","-0.72%"
"02/09/2023","21,792.5","22,964.6","23,003.6","21,744.6","425.44K","-5.10%"
"02/08/2023","22,964.6","23,251.7","23,425.1","22,691.7","289.12K","-1.23%"
"02/07/2023","23,251.7","22,761.8","23,338.8","22,748.2","318.98K","2.15%"
"02/06/2023","22,761.8","22,936.0","23,130.6","22,633.7","278.58K","-0.76%"
"02/05/2023","22,936.0","23,326.9","23,423.4","22,766.5","217.26K","-1.66%"
"02/04/2023","23,323.8","23,431.2","23,571.8","23,269.8","170.27K","-0.46%"
"02/03/2023","23,431.2","23,429.1","23,694.1","23,233.8","349.36K","0.02%"
"02/02/2023","23,427.6","23,726.2","24,207.2","23,398.1","382.86K","-1.26%"
"02/01/2023","23,725.6","23,124.7","23,784.5","22,809.6","333.18K","2.60%"
"01/31/2023","23,125.1","22,832.2","23,262.9","22,724.9","289.38K","1.28%"
"01/30/2023","22,832.2","23,746.0","23,794.0","22,560.0","339.62K","-3.88%"
"01/29/2023","23,753.1","23,023.5","23,952.9","22,973.3","320.86K","3.15%"
"01/28/2023","23,027.9","23,074.6","23,182.3","22,889.8","156.96K","-0.20%"
"01/27/2023","23,074.6","23,016.0","23,480.3","22,602.9","310.36K","0.25%"
"01/26/2023","23,016.0","23,055.2","23,259.5","22,869.0","320.97K","-0.17%"
"01/25/2023","23,055.1","22,632.5","23,779.0","22,366.3","388.18K","1.87%"
"01/24/2023","22,632.5","22,916.3","23,156.1","22,517.1","334.17K","-1.23%"
"01/23/2023","22,915.5","22,709.0","23,161.8","22,527.9","327.85K","0.91%"
"01/22/2023","22,707.8","22,775.7","23,068.7","22,323.0","280.64K","-0.30%"
"01/21/2023","22,775.7","22,677.5","23,304.5","22,461.1","382.69K","0.43%"
"01/20/2023","22,677.2","21,074.9","22,718.5","20,879.3","373.74K","7.57%"
"01/19/2023","21,081.2","20,670.6","21,169.4","20,669.7","275.76K","1.99%"
"01/18/2023","20,670.6","21,137.1","21,584.1","20,448.3","388.67K","-2.21%"
"01/17/2023","21,137.1","21,184.4","21,506.4","20,926.2","310.04K","-0.22%"
"01/16/2023","21,184.2","20,880.1","21,416.8","20,698.9","337.46K","1.46%"
"01/15/2023","20,879.8","20,956.0","21,032.2","20,585.7","205.80K","-0.37%"
"01/14/2023","20,958.2","19,926.9","21,185.6","19,898.6","458.21K","5.17%"
"01/13/2023","19,927.0","18,850.8","19,981.6","18,723.8","426.67K","5.71%"
"01/12/2023","18,851.3","17,941.0","19,055.3","17,915.5","522.01K","5.07%"
"01/11/2023","17,942.3","17,440.5","17,989.8","17,323.9","291.53K","2.89%"
"01/10/2023","17,439.1","17,180.1","17,491.0","17,151.7","247.14K","1.51%"
"01/09/2023","17,180.1","17,119.0","17,390.8","17,107.1","301.24K","0.36%"
"01/08/2023","17,119.0","16,943.6","17,119.0","16,913.8","144.84K","1.04%"
"01/07/2023","16,943.6","16,950.9","16,979.6","16,909.7","110.48K","-0.04%"
"01/06/2023","16,950.9","16,829.8","17,012.3","16,707.6","233.47K","0.72%"
"01/05/2023","16,829.8","16,852.2","16,877.9","16,772.3","178.96K","-0.13%"
"01/04/2023","16,852.1","16,674.2","16,976.5","16,656.5","247.39K","1.07%"
"01/03/2023","16,674.2","16,673.1","16,773.2","16,607.2","178.73K","0.00%"
"01/02/2023","16,674.3","16,618.4","16,766.9","16,551.0","136.03K","0.34%"
"01/01/2023","16,618.4","16,537.5","16,621.9","16,499.7","107.84K","0.49%"
"12/31/2022","16,537.4","16,607.2","16,635.9","16,487.3","130.44K","-0.42%"
"12/30/2022","16,607.2","16,636.4","16,644.4","16,360.0","192.76K","-0.18%"
"12/29/2022","16,636.4","16,546.2","16,659.1","16,496.6","181.47K","0.55%"
"12/28/2022","16,546.2","16,705.9","16,781.1","16,474.2","217.96K","-0.96%"
"12/27/2022","16,706.1","16,918.2","16,964.0","16,610.1","192.18K","-1.25%"
"12/26/2022","16,918.1","16,831.8","16,936.1","16,799.4","133.36K","0.51%"
"12/25/2022","16,831.8","16,835.7","16,852.9","16,733.0","132.89K","-0.03%"
"12/24/2022","16,837.2","16,778.6","16,855.8","16,777.8","110.12K","0.35%"
"12/23/2022","16,779.1","16,820.5","16,910.7","16,768.0","184.12K","-0.25%"
"12/22/2022","16,820.6","16,831.8","16,862.2","16,566.1","198.28K","-0.07%"
"12/21/2022","16,831.8","16,902.7","16,919.4","16,735.0","174.34K","-0.42%"
"12/20/2022","16,902.8","16,441.3","17,031.3","16,400.7","284.57K","2.81%"
"12/19/2022","16,441.3","16,741.1","16,809.5","16,331.2","207.93K","-1.79%"
"12/18/2022","16,741.1","16,777.0","16,825.7","16,666.5","124.29K","-0.21%"
"12/17/2022","16,777.1","16,629.0","16,794.4","16,587.0","164.49K","0.89%"
"12/16/2022","16,629.6","17,356.7","17,518.5","16,542.4","303.56K","-4.19%"
"12/15/2022","17,356.1","17,796.4","17,846.1","17,298.2","263.44K","-2.47%"
"12/14/2022","17,796.4","17,778.6","18,351.8","17,682.1","318.98K","0.10%"
"12/13/2022","17,778.6","17,210.9","17,951.6","17,094.5","328.71K","3.30%"
"12/12/2022","17,210.4","17,093.2","17,232.5","16,878.5","249.39K","0.68%"
"12/11/2022","17,093.3","17,127.0","17,262.9","17,080.6","167.20K","-0.20%"
"12/10/2022","17,127.2","17,125.7","17,220.5","17,105.7","148.81K","0.01%"
"12/09/2022","17,125.7","17,225.6","17,288.6","17,082.1","260.84K","-0.58%"
"12/08/2022","17,225.7","16,835.2","17,294.2","16,765.8","261.64K","2.32%"
"12/07/2022","16,835.2","17,089.4","17,126.7","16,715.3","244.36K","-1.49%"
"12/06/2022","17,089.3","16,966.3","17,101.1","16,914.9","246.19K","0.72%"
"12/05/2022","16,966.5","17,106.9","17,395.2","16,886.9","268.72K","-0.85%"
"12/04/2022","17,112.6","16,884.8","17,198.1","16,881.6","197.12K","1.35%"
"12/03/2022","16,884.5","17,093.4","17,132.6","16,862.1","169.29K","-1.22%"
"12/02/2022","17,093.6","16,972.2","17,096.2","16,799.9","227.01K","0.72%"
"12/01/2022","16,972.0","17,163.4","17,244.7","16,868.9","266.14K","-1.12%"
"11/30/2022","17,163.9","16,440.8","17,215.5","16,433.2","348.22K","4.40%"
"11/29/2022","16,440.4","16,211.9","16,531.4","16,100.1","271.58K","1.41%"
"11/28/2022","16,211.7","16,426.1","16,481.4","16,013.5","284.84K","-1.30%"
"11/27/2022","16,425.6","16,456.4","16,595.4","16,414.6","173.25K","-0.19%"
"11/26/2022","16,456.5","16,512.3","16,686.3","16,387.9","194.94K","-0.34%"
"11/25/2022","16,512.3","16,600.6","16,611.8","16,360.9","204.07K","-0.54%"
"11/24/2022","16,601.2","16,604.9","16,785.6","16,472.0","229.59K","-0.14%"
"11/23/2022","16,623.9","16,216.9","16,677.6","16,162.3","305.08K","2.53%"
"11/22/2022","16,212.9","15,776.6","16,274.6","15,620.4","287.21K","2.77%"
"11/21/2022","15,776.2","16,278.6","16,287.9","15,504.2","372.15K","-3.13%"
"11/20/2022","16,286.7","16,699.3","16,749.3","16,209.2","172.83K","-2.47%"
"11/19/2022","16,699.2","16,652.2","16,814.9","16,608.9","114.89K","0.37%"
"11/18/2022","16,638.3","16,715.4","16,846.3","16,553.0","241.96K","-0.32%"
"11/17/2022","16,691.2","16,540.5","16,739.7","16,425.8","257.00K","0.91%"
"11/16/2022","16,540.5","16,895.4","16,993.4","16,408.2","295.73K","-2.10%"
"11/15/2022","16,895.1","16,615.0","17,112.0","16,543.9","337.15K","1.69%"
"11/14/2022","16,613.7","16,325.0","17,158.4","15,834.0","442.46K","1.77%"
"11/13/2022","16,324.5","16,803.9","16,946.5","16,274.9","210.80K","-2.80%"
"11/12/2022","16,795.2","17,049.9","17,100.8","16,633.9","192.91K","-1.49%"
"11/11/2022","17,049.9","17,589.1","17,679.4","16,435.5","466.35K","-3.07%"
"11/10/2022","17,589.1","15,887.0","18,138.2","15,799.3","720.74K","10.71%"
"11/09/2022","15,886.9","18,538.9","18,583.8","15,603.3","869.57K","-14.25%"
"11/08/2022","18,527.4","20,589.0","20,667.5","17,260.0","865.10K","-10.01%"
"11/07/2022","20,589.0","20,916.3","21,055.4","20,410.5","414.24K","-1.56%"
"11/06/2022","20,916.3","21,298.7","21,360.4","20,901.0","242.26K","-1.81%"
"11/05/2022","21,301.6","21,145.7","21,464.7","21,084.1","261.23K","0.74%"
"11/04/2022","21,145.9","20,206.4","21,281.9","20,184.6","499.50K","4.65%"
"11/03/2022","20,206.4","20,154.0","20,384.5","20,066.6","347.23K","0.26%"
"11/02/2022","20,154.4","20,482.9","20,778.3","20,065.8","420.23K","-1.61%"
"11/01/2022","20,483.5","20,496.1","20,676.6","20,348.1","302.72K","-0.06%"
"10/31/2022","20,496.3","20,626.0","20,822.4","20,260.0","327.47K","-0.63%"
"10/30/2022","20,626.3","20,809.4","20,922.3","20,522.5","207.63K","-0.88%"
"10/29/2022","20,809.8","20,594.2","21,038.1","20,561.9","276.54K","1.05%"
"10/28/2022","20,594.4","20,293.0","20,744.0","20,058.2","318.90K","1.49%"
"10/27/2022","20,292.9","20,769.5","20,867.9","20,231.6","365.49K","-2.29%"
"10/26/2022","20,769.5","20,086.8","20,981.5","20,062.9","427.99K","3.42%"
"10/25/2022","20,082.7","19,331.8","20,406.9","19,249.0","371.54K","3.89%"
"10/24/2022","19,331.5","19,571.2","19,588.6","19,177.2","286.94K","-1.22%"
"10/23/2022","19,571.2","19,204.8","19,680.9","19,092.5","180.63K","1.91%"
"10/22/2022","19,204.8","19,162.6","19,249.9","19,116.1","118.24K","0.22%"
"10/21/2022","19,162.6","19,042.9","19,245.5","18,703.3","294.66K","0.63%"
"10/20/2022","19,042.9","19,125.1","19,334.5","18,935.6","253.20K","-0.42%"
"10/19/2022","19,123.9","19,328.2","19,358.6","19,101.2","209.28K","-1.06%"
"10/18/2022","19,328.2","19,548.4","19,692.9","19,102.8","290.07K","-1.13%"
"10/17/2022","19,548.2","19,262.2","19,663.5","19,163.6","248.40K","1.49%"
"10/16/2022","19,261.9","19,068.8","19,411.9","19,066.0","140.95K","1.01%"
"10/15/2022","19,068.7","19,181.7","19,218.7","19,000.8","123.66K","-0.59%"
"10/14/2022","19,181.8","19,379.8","19,933.9","19,098.6","400.45K","-1.02%"
"10/13/2022","19,379.8","19,154.6","19,494.4","18,207.9","455.13K","1.17%"
"10/12/2022","19,154.8","19,058.5","19,212.6","19,010.6","242.18K","0.50%"
"10/11/2022","19,059.1","19,134.3","19,261.3","18,868.7","288.57K","-0.39%"
"10/10/2022","19,134.6","19,441.7","19,520.7","19,057.0","243.77K","-1.58%"
"10/09/2022","19,441.0","19,416.3","19,552.1","19,329.6","127.53K","0.13%"
"10/08/2022","19,415.0","19,530.2","19,612.2","19,274.7","113.50K","-0.60%"
"10/07/2022","19,531.3","19,962.4","20,051.4","19,352.1","263.50K","-2.13%"
"10/06/2022","19,956.7","20,157.5","20,436.7","19,873.7","370.60K","-1.00%"
"10/05/2022","20,157.5","20,340.5","20,353.8","19,761.7","352.76K","-0.90%"
"10/04/2022","20,340.2","19,629.7","20,436.1","19,506.4","368.17K","3.63%"
"10/03/2022","19,628.3","19,057.6","19,676.0","19,001.3","333.03K","3.02%"
"10/02/2022","19,052.2","19,311.9","19,389.9","18,937.3","222.82K","-1.34%"
"10/01/2022","19,311.9","19,422.9","19,480.3","19,172.6","173.91K","-0.57%"
"09/30/2022","19,423.0","19,593.4","20,174.9","19,208.9","490.29K","-0.87%"
"09/29/2022","19,593.0","19,420.2","19,631.5","18,877.9","449.57K","0.94%"
"09/28/2022","19,411.0","19,083.4","19,757.8","18,505.3","581.19K","1.73%"
"09/27/2022","19,081.0","19,228.8","20,361.2","18,850.4","660.12K","-0.75%"
"09/26/2022","19,225.7","18,803.1","19,304.8","18,695.2","516.03K","2.25%"
"09/25/2022","18,803.2","18,925.1","19,125.1","18,659.6","209.71K","-0.64%"
"09/24/2022","18,925.2","19,288.4","19,310.6","18,812.0","258.50K","-1.91%"
"09/23/2022","19,293.5","19,404.1","19,477.3","18,554.8","431.15K","-0.57%"
"09/22/2022","19,404.0","18,488.1","19,490.9","18,371.0","448.63K","4.95%"
"09/21/2022","18,489.0","18,875.1","19,758.4","18,191.8","446.85K","-2.03%"
"09/20/2022","18,872.4","19,538.9","19,626.3","18,742.6","361.18K","-3.41%"
"09/19/2022","19,538.9","19,417.4","19,666.6","18,277.8","423.43K","0.62%"
"09/18/2022","19,418.8","20,113.9","20,113.9","19,347.7","273.11K","-3.45%"
"09/17/2022","20,113.5","19,802.8","20,178.6","19,761.0","204.58K","1.57%"
"09/16/2022","19,802.4","19,701.9","19,883.0","19,352.9","315.59K","0.51%"
"09/15/2022","19,701.7","20,222.3","20,321.4","19,532.3","358.42K","-2.58%"
"09/14/2022","20,222.5","20,175.5","20,503.7","19,654.2","374.22K","0.23%"
"09/13/2022","20,175.5","22,395.3","22,702.5","19,909.6","485.32K","-9.91%"
"09/12/2022","22,395.3","21,836.6","22,465.4","21,581.6","431.98K","2.57%"
"09/11/2022","21,834.9","21,650.4","21,836.4","21,363.0","297.12K","0.85%"
"09/10/2022","21,650.4","21,363.8","21,790.6","21,139.9","331.12K","1.33%"
"09/09/2022","21,365.2","19,318.8","21,545.7","19,294.1","480.37K","10.60%"
"09/08/2022","19,317.4","19,281.5","19,444.7","19,034.5","291.43K","0.19%"
"09/07/2022","19,281.5","18,786.3","19,445.9","18,548.4","319.10K","2.64%"
"09/06/2022","18,786.4","19,793.4","20,169.3","18,723.3","402.43K","-5.09%"
"09/05/2022","19,793.1","19,999.9","20,042.9","19,650.7","238.71K","-1.03%"
"09/04/2022","19,999.9","19,832.2","20,017.8","19,594.7","158.27K","0.85%"
"09/03/2022","19,831.4","19,952.8","20,043.8","19,660.7","157.85K","-0.61%"
"09/02/2022","19,952.7","20,131.6","20,428.2","19,764.7","272.22K","-0.86%"
"09/01/2022","20,126.1","20,049.9","20,202.7","19,584.4","275.08K","0.41%"
"08/31/2022","20,043.9","19,793.4","20,469.1","19,793.4","318.17K","1.27%"
"08/30/2022","19,792.6","20,295.6","20,558.2","19,559.7","308.41K","-2.48%"
"08/29/2022","20,295.8","19,551.3","20,394.5","19,551.2","248.04K","3.81%"
"08/28/2022","19,550.2","20,034.2","20,150.8","19,542.9","159.60K","-2.41%"
"08/27/2022","20,033.9","20,249.9","20,343.6","19,849.8","187.34K","-1.07%"
"08/26/2022","20,249.9","21,564.2","21,815.3","20,122.4","322.16K","-6.10%"
"08/25/2022","21,565.4","21,365.4","21,801.2","21,324.8","190.15K","0.94%"
"08/24/2022","21,365.2","21,516.2","21,832.3","21,171.1","202.40K","-0.71%"
"08/23/2022","21,517.2","21,416.5","21,661.0","20,919.6","228.65K","0.47%"
"08/22/2022","21,416.3","21,516.8","21,517.4","20,912.1","251.83K","-0.47%"
"08/21/2022","21,517.2","21,138.9","21,692.4","21,077.4","177.52K","1.79%"
"08/20/2022","21,138.9","20,830.7","21,357.4","20,784.8","206.94K","1.48%"
"08/19/2022","20,831.3","23,201.6","23,202.3","20,807.8","339.47K","-10.22%"
"08/18/2022","23,203.6","23,337.7","23,578.0","23,131.3","160.97K","-0.58%"
"08/17/2022","23,338.0","23,855.8","24,423.5","23,191.6","239.53K","-2.17%"
"08/16/2022","23,856.8","24,102.6","24,240.8","23,693.8","201.70K","-1.02%"
"08/15/2022","24,101.7","24,303.3","25,205.7","23,784.5","279.28K","-0.83%"
"08/14/2022","24,302.8","24,442.1","24,997.3","24,172.2","177.25K","-0.57%"
"08/13/2022","24,442.5","24,398.9","24,882.9","24,318.7","170.59K","0.18%"
"08/12/2022","24,398.7","23,935.3","24,440.8","23,616.4","194.96K","1.94%"
"08/11/2022","23,935.3","23,963.3","24,873.5","23,864.0","285.36K","-0.12%"
"08/10/2022","23,962.9","23,150.3","24,209.9","22,714.7","243.61K","3.53%"
"08/09/2022","23,146.7","23,818.1","23,912.0","22,886.5","169.62K","-2.81%"
"08/08/2022","23,816.3","23,175.3","24,234.1","23,160.6","197.94K","2.77%"
"08/07/2022","23,175.3","22,944.2","23,387.7","22,852.3","99.36K","1.01%"
"08/06/2022","22,944.2","23,308.2","23,344.4","22,923.6","94.44K","-1.56%"
"08/05/2022","23,308.2","22,613.3","23,447.6","22,593.5","208.90K","3.08%"
"08/04/2022","22,612.1","22,822.2","23,214.5","22,438.7","181.19K","-0.91%"
"08/03/2022","22,820.8","22,988.7","23,623.7","22,698.6","174.66K","-0.73%"
"08/02/2022","22,988.6","23,271.1","23,423.3","22,670.8","177.30K","-1.21%"
"08/01/2022","23,271.2","23,303.4","23,484.4","22,863.8","162.33K","-0.14%"
"07/31/2022","23,303.4","23,634.2","24,179.3","23,236.2","138.84K","-1.40%"
"07/30/2022","23,634.2","23,774.2","24,605.3","23,521.8","168.72K","-0.59%"
"07/29/2022","23,774.3","23,850.2","24,340.0","23,451.4","221.66K","-0.32%"
"07/28/2022","23,850.0","22,957.7","24,190.5","22,611.6","268.32K","3.88%"
"07/27/2022","22,958.3","21,248.0","23,027.8","21,047.5","242.66K","8.05%"
"07/26/2022","21,248.7","21,301.6","21,322.3","20,737.3","201.57K","-0.25%"
"07/25/2022","21,301.9","22,582.3","22,653.3","21,275.4","206.93K","-5.67%"
"07/24/2022","22,582.1","22,449.8","22,987.9","22,281.3","126.66K","0.54%"
"07/23/2022","22,460.4","22,683.6","22,991.0","21,971.7","137.42K","-0.95%"
"07/22/2022","22,675.2","23,150.0","23,741.4","22,524.2","197.54K","-2.06%"
"07/21/2022","23,153.0","23,219.9","23,403.8","22,360.2","217.08K","-0.27%"
"07/20/2022","23,215.2","23,412.0","24,258.0","22,944.4","281.31K","-0.83%"
"07/19/2022","23,410.2","22,529.3","23,757.3","21,581.8","308.91K","3.93%"
"07/18/2022","22,525.8","20,785.6","22,714.9","20,770.6","279.72K","8.37%"
"07/17/2022","20,785.6","21,209.8","21,654.4","20,755.2","132.81K","-2.00%"
"07/16/2022","21,209.9","20,825.2","21,561.3","20,484.4","136.89K","1.85%"
"07/15/2022","20,825.1","20,586.1","21,178.1","20,393.4","164.67K","1.16%"
"07/14/2022","20,586.0","20,250.0","20,862.2","19,664.9","205.28K","1.66%"
"07/13/2022","20,250.0","19,331.6","20,250.8","18,942.2","249.38K","4.75%"
"07/12/2022","19,330.9","19,963.2","20,051.7","19,279.6","167.91K","-3.17%"
"07/11/2022","19,963.2","20,847.2","20,855.0","19,897.0","160.20K","-4.24%"
"07/10/2022","20,847.4","21,587.4","21,599.2","20,689.7","204.68K","-3.43%"
"07/09/2022","21,587.5","21,610.4","21,944.1","21,338.4","190.11K","-0.11%"
"07/08/2022","21,611.2","21,637.1","22,482.1","21,207.0","439.90K","-0.12%"
"07/07/2022","21,637.8","20,557.9","21,817.8","20,282.7","115.81K","5.24%"
"07/06/2022","20,561.1","20,180.4","20,654.9","19,785.3","105.24K","1.78%"
"07/05/2022","20,200.6","20,215.8","20,706.9","19,315.4","122.43K","-0.08%"
"07/04/2022","20,215.8","19,310.6","20,303.8","19,052.5","92.79K","4.69%"
"07/03/2022","19,309.9","19,243.4","19,626.4","18,794.4","65.27K","0.35%"
"07/02/2022","19,243.2","19,275.4","19,425.4","19,006.4","58.57K","-0.10%"
"07/01/2022","19,262.9","19,926.6","20,785.6","18,980.1","150.18K","-3.33%"
"06/30/2022","19,926.6","20,111.3","20,155.1","18,682.7","127.73K","-0.92%"
"06/29/2022","20,111.3","20,278.0","20,415.8","19,880.7","98.97K","-0.82%"
"06/28/2022","20,278.0","20,727.9","21,200.2","20,210.5","83.83K","-2.18%"
"06/27/2022","20,730.2","21,037.7","21,497.5","20,568.0","84.69K","-1.49%"
"06/26/2022","21,043.5","21,489.9","21,837.4","20,989.7","67.21K","-2.08%"
"06/25/2022","21,489.9","21,226.9","21,553.4","20,917.5","66.63K","1.24%"
"06/24/2022","21,226.9","21,100.9","21,488.7","20,743.9","104.56K","0.60%"
"06/23/2022","21,100.7","19,967.3","21,189.8","19,907.5","110.70K","5.68%"
"06/22/2022","19,965.8","20,720.2","20,864.3","19,780.2","125.94K","-3.64%"
"06/21/2022","20,720.4","20,571.6","21,689.3","20,371.7","136.32K","0.72%"
